sofa_score,total_encounters__Emory,total_encounters__MIMIC,total_encounters__NU,total_encounters__OHSU,total_encounters__RUSH,total_encounters__UCMC,total_encounters__UCSF,total_encounters__UMN,total_encounters__UPenn,total_encounters__ALL,n_encounters__Emory,n_encounters__MIMIC,n_encounters__NU,n_encounters__OHSU,n_encounters__RUSH,n_encounters__UCMC,n_encounters__UCSF,n_encounters__UMN,n_encounters__UPenn,n_encounters__ALL,n_deaths__Emory,n_deaths__MIMIC,n_deaths__NU,n_deaths__OHSU,n_deaths__RUSH,n_deaths__UCMC,n_deaths__UCSF,n_deaths__UMN,n_deaths__UPenn,n_deaths__ALL,mortality_rate_percent__Emory,mortality_rate_percent__MIMIC,mortality_rate_percent__NU,mortality_rate_percent__OHSU,mortality_rate_percent__RUSH,mortality_rate_percent__UCMC,mortality_rate_percent__UCSF,mortality_rate_percent__UMN,mortality_rate_percent__UPenn,mortality_rate_percent__ALL,ci_lower_95__Emory,ci_lower_95__MIMIC,ci_lower_95__NU,ci_lower_95__OHSU,ci_lower_95__RUSH,ci_lower_95__UCMC,ci_lower_95__UCSF,ci_lower_95__UMN,ci_lower_95__UPenn,ci_lower_95__ALL,ci_upper_95__Emory,ci_upper_95__MIMIC,ci_upper_95__NU,ci_upper_95__OHSU,ci_upper_95__RUSH,ci_upper_95__UCMC,ci_upper_95__UCSF,ci_upper_95__UMN,ci_upper_95__UPenn,ci_upper_95__ALL,ci_margin_95__Emory,ci_margin_95__MIMIC,ci_margin_95__NU,ci_margin_95__OHSU,ci_margin_95__RUSH,ci_margin_95__UCMC,ci_margin_95__UCSF,ci_margin_95__UMN,ci_margin_95__UPenn,ci_margin_95__ALL
10.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,1606,1691.0,3620,1105.0,725.0,1346,2212,3709,2704.0,18718,507,598.0,814,274.0,248.0,387,427,848,1003.0,5106,31.57,35.36,22.49,24.8,34.21,28.75,19.3,22.86,37.09,27.27767,29.3,33.09,21.13,22.25,30.76,26.34,17.66,21.51,35.27,25.433116,33.84,37.64,23.85,27.34,37.65,31.17,20.95,24.21,38.91,29.124051,2.27,2.28,1.36,2.54,3.45,2.42,1.64,1.35,1.82,1.845586
11.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,1426,1275.0,2984,957.0,604.0,1107,1874,3010,2063.0,15300,511,489.0,833,285.0,233.0,419,421,837,899.0,4927,35.83,38.35,27.92,29.78,38.58,37.85,22.47,27.81,43.58,32.204396,33.35,35.69,26.31,26.89,34.71,35.0,20.58,26.21,41.44,30.06302,38.32,41.02,29.52,32.67,42.45,40.7,24.35,29.41,45.72,34.344363,2.49,2.67,1.61,2.89,3.87,2.85,1.89,1.6,2.14,2.143142
12.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,1118,894.0,2394,721.0,486.0,1011,1517,2416,1565.0,12122,472,386.0,773,256.0,225.0,441,361,831,785.0,4530,42.22,43.18,32.29,35.51,46.3,43.62,23.8,34.4,50.16,37.372288,39.33,39.94,30.42,32.02,41.88,40.57,21.66,32.5,47.69,34.89294,45.11,46.42,34.16,38.99,50.71,46.67,25.94,36.29,52.63,39.848646,2.89,3.24,1.87,3.48,4.42,3.05,2.14,1.89,2.47,2.47676
13.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,874,575.0,1767,637.0,340.0,814,1120,1714,1032.0,8873,452,277.0,742,238.0,172.0,395,332,712,562.0,3882,51.72,48.17,41.99,37.36,50.59,48.53,29.64,41.54,54.46,43.750567,48.41,44.1,39.69,33.62,45.3,45.1,26.97,39.21,51.42,40.776196,55.02,52.24,44.29,41.11,55.87,51.95,32.31,43.87,57.49,46.722207,3.31,4.07,2.3,3.75,5.28,3.43,2.67,2.33,3.03,2.973542
14.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,622,394.0,1300,469.0,278.0,614,878,1225,691.0,6471,356,249.0,629,193.0,147.0,331,315,579,437.0,3236,57.23,63.2,48.38,41.15,52.88,53.91,35.88,47.27,63.24,50.007699,53.36,58.46,45.67,36.72,47.05,49.98,32.71,44.47,59.66,46.515786,61.11,67.94,51.1,45.59,58.71,57.84,39.04,50.06,66.83,53.501125,3.88,4.74,2.71,4.44,5.83,3.93,3.17,2.79,3.59,3.492774
15.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,469,276.0,883,341.0,209.0,524,709,859,404.0,4674,279,161.0,494,177.0,127.0,312,268,418,281.0,2517,59.49,58.33,55.95,51.91,60.77,59.54,37.8,48.66,69.55,53.851579,55.06,52.56,52.68,46.63,54.2,55.35,34.24,45.33,65.08,49.761472,63.91,64.11,59.21,57.18,67.33,63.73,41.36,52.0,74.02,57.940045,4.43,5.78,3.27,5.27,6.56,4.19,3.56,3.34,4.47,4.091359
16.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,310,157.0,582,235.0,150.0,365,531,600,237.0,3167,222,105.0,359,138.0,96.0,241,244,328,179.0,1912,71.61,66.88,61.68,58.72,64.0,66.03,45.95,54.67,75.53,60.372349,66.62,59.59,57.75,52.48,56.41,61.19,41.73,50.7,70.08,55.552438,76.61,74.16,65.62,64.97,71.59,70.86,50.17,58.64,80.97,65.193423,5.0,7.28,3.94,6.25,7.59,4.84,4.22,3.97,5.44,4.822226
17.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,212,108.0,392,148.0,83.0,248,383,432,112.0,2118,166,78.0,262,83.0,57.0,162,191,269,83.0,1351,78.3,72.22,66.84,56.08,68.67,65.32,49.87,62.27,74.11,63.786884,72.78,63.89,62.2,48.19,58.88,59.44,44.89,57.72,66.09,58.074669,83.82,80.56,71.48,63.98,78.46,71.21,54.85,66.82,82.12,69.500949,5.52,8.34,4.64,7.9,9.79,5.88,4.98,4.55,8.02,5.713423
18.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,144,52.0,221,76.0,56.0,173,250,224,42.0,1238,116,36.0,173,55.0,40.0,124,149,158,32.0,883,80.56,69.23,78.28,72.37,71.43,71.68,59.6,70.54,76.19,71.326543,74.13,57.05,72.87,62.5,59.9,65.02,53.56,64.61,63.67,64.325711,86.98,81.41,83.69,82.24,82.96,78.33,65.64,76.47,88.71,78.324814,6.43,12.18,5.41,9.87,11.53,6.66,6.04,5.93,12.52,7.000832
19.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,75,23.0,119,58.0,32.0,86,145,118,14.0,670,61,16.0,88,45.0,25.0,66,93,87,9.0,490,81.33,69.57,73.95,77.59,78.12,76.74,64.14,73.73,64.29,73.134493,72.6,51.93,66.15,67.05,64.26,67.93,56.42,65.88,41.84,63.938716,90.07,87.2,81.75,88.12,91.99,85.55,71.85,81.58,86.73,82.328284,8.74,17.63,7.8,10.53,13.87,8.81,7.71,7.85,22.45,9.194
20.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,41,19.0,57,33.0,16.0,52,77,78,5.0,378,37,15.0,40,24.0,14.0,40,59,65,4.0,298,90.24,78.95,70.18,72.73,87.5,76.92,76.62,83.33,80.0,78.834815,80.9,61.53,58.61,58.15,71.24,65.72,67.31,75.11,50.59,67.71791,99.59,96.36,81.74,87.3,100.0,88.13,85.94,91.56,100.0,89.671772,9.34,17.41,11.57,14.58,16.26,11.2,9.31,8.22,29.41,11.116402
21.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,72050.0,374157,21,9.0,27,13.0,6.0,17,35,20,1.0,149,17,7.0,25,11.0,4.0,14,30,19,1.0,128,80.95,77.78,92.59,84.62,66.67,82.35,85.71,95.0,100.0,85.904564,64.79,53.57,81.94,65.66,36.5,64.93,74.16,83.64,60.33,70.87396,97.12,100.0,100.0,100.0,96.83,99.77,97.27,100.0,100.0,98.798926,16.17,24.21,10.66,18.95,30.16,17.42,11.56,11.36,39.67,15.034899
22.0,33309,40678.0,56285,25396.0,20588.0,23239,33368,69244,,302107,10,5.0,12,6.0,1.0,6,9,10,,59,9,5.0,12,6.0,0.0,6,7,9,,54,90.0,100.0,100.0,100.0,0.0,100.0,77.78,90.0,,91.525763,70.69,78.28,87.88,80.48,0.0,80.48,53.57,70.69,,73.011017,100.0,100.0,100.0,100.0,39.67,100.0,100.0,100.0,,98.977458,19.31,21.72,12.12,19.52,39.67,19.52,24.21,19.31,,19.187119
23.0,33309,,56285,,,23239,33368,69244,,215445,2,,1,,,1,2,1,,7,2,,1,,,1,2,1,,7,100.0,,100.0,,,100.0,100.0,100.0,,100.0,67.12,,60.33,,,60.33,67.12,60.33,,64.21,100.0,,100.0,,,100.0,100.0,100.0,,100.0,32.88,,39.67,,,39.67,32.88,39.67,,35.79
